bad_ar,gender,education,marital_status,age_decile,outstanding_balance,pay_this_month,no_activity_this_month,last_payment_portion,num_recent_payments,credit_limit
0,female,2-university,married,40,0.0559,0,1,1.0010169060633023,5,3.1
0,female,4-graduate school,single,20,0.40102,1,0,0.031143692204494273,6,1.8
0,female,4-graduate school,single,20,0.44624,2,0,0.045723430400365785,6,1.5
0,female,4-graduate school,married,40,0.0,0,1,1.0,4,5.0
0,female,1-high school,married,30,0.07886,0,0,0.5382131324004306,6,1.8
0,female,2-university,married,30,1.67803,0,0,0.04660401291512915,6,1.8
0,female,4-graduate school,single,30,0.01587,0,0,0.6003430531732419,2,2.0
0,female,2-university,married,20,3.83134,0,0,0.04262179176998272,6,4.0
1,female,1-high school,married,20,0.21332,0,0,0.06413402149081987,6,5.0
0,male,2-university,married,30,0.66775,0,0,0.055856230918678876,5,0.7
1,male,4-graduate school,single,20,0.24987,2,0,0.10153811439960889,3,0.5
1,female,2-university,married,40,0.27718,0,0,0.03428649797709662,1,0.5
0,female,2-university,married,50,0.00099,0,0,1.0,1,1.3
1,male,4-graduate school,married,50,1.52519,0,1,1.0058722779544897,3,2.0
1,male,2-university,married,50,0.0,2,0,0.548533269735273,5,0.1
0,female,4-graduate school,single,30,0.0,2,0,1.0,6,2.1
0,female,1-high school,single,20,0.0,1,0,1.9552904664920958,3,1.3
0,male,5-phd,single,20,0.18565,2,0,0.06942435637836274,4,0.2
0,male,4-graduate school,single,30,0.0078,0,0,1.0,5,0.8
1,male,2-university,single,20,0.55767,2,0,0.04219694156567532,5,3.2
0,female,2-university,married,30,0.03258,0,0,1.0053568342837393,6,2.0
0,female,4-graduate school,single,30,0.0,1,0,1.0,2,2.9
0,male,4-graduate school,single,30,0.0,0,0,1.0293693693693693,6,3.4
0,male,2-university,single,20,0.11769,0,0,0.16554368029739777,4,0.2
0,male,1-high school,single,20,0.41079,0,0,0.04725319006044325,6,0.5
0,female,4-graduate school,married,40,0.0,0,0,1.0,6,3.0
1,female,2-university,single,20,0.26701,0,0,0.05693637714440092,5,0.3
1,female,2-university,single,40,0.0,1,0,0.0,0,2.4
0,female,1-high school,divorced,30,1.58854,0,0,0.04056178066217107,6,4.7
0,female,4-graduate school,single,20,0.18615,0,0,0.1725428119153835,6,3.6
1,male,1-high school,single,30,0.24748,0,0,0.057369589749190056,5,0.6
0,female,2-university,married,40,1.20895,0,0,0.07694520350927657,6,4.0
0,female,1-high school,single,40,0.47233,0,0,0.035016609907444166,6,0.5
0,male,2-university,single,30,1.25628,0,0,0.04081329771445533,6,1.6
1,female,4-graduate school,married,40,0.0,0,0,1.0,4,3.6
0,female,2-university,single,30,0.02679,0,0,0.24142285834561145,5,1.6
0,female,4-graduate school,married,30,0.41313,0,0,0.33936843534182887,6,1.3
0,male,1-high school,single,40,0.08583,2,0,0.17107035540358512,4,0.2
1,male,4-graduate school,married,50,1.3188,2,0,0.04475258215295438,6,2.0
0,female,4-graduate school,single,30,0.07524,0,0,1.0,1,2.8
0,female,4-graduate school,single,20,0.0,0,1,1.36003600360036,1,1.0
0,female,2-university,married,30,0.0,0,0,1.0,4,1.6
0,female,2-university,single,20,0.43711,0,0,0.04134471718249733,6,0.6
0,male,2-university,single,30,0.80104,0,0,0.04210660960974929,6,0.9
0,male,4-graduate school,married,40,0.0,0,0,1.0020427781783225,5,3.6
0,male,4-graduate school,single,20,0.81978,0,0,0.04681330422260417,6,1.5
0,female,1-high school,married,20,0.17311,0,0,0.07769823788546255,6,0.5
1,male,2-university,married,30,0.16274,0,0,0.08772654515412816,5,0.2
0,male,4-graduate school,single,30,0.0,0,1,1.0,5,1.4
0,female,4-graduate school,single,30,0.0,0,1,0.0,6,3.8
0,male,4-graduate school,married,60,4.05991,0,0,0.03727436697562491,5,4.8
1,female,1-high school,single,20,0.42931,0,0,0.04181852605670469,6,0.5
0,female,2-university,single,20,0.56685,2,0,0.08449514152936206,5,0.6
0,female,2-university,single,20,0.0558,0,0,1.0,2,0.7
0,female,2-university,married,30,0.03247,0,0,1.0,6,0.8
0,male,4-graduate school,single,50,0.0,0,0,1.0,6,3.5
0,male,2-university,single,30,1.6053,0,0,0.06114966756735545,5,1.3
0,male,2-university,married,30,0.0,1,0,0.0,0,3.6
0,female,4-graduate school,married,30,0.96619,0,0,0.08539993175383423,4,3.3
0,male,1-high school,married,40,0.11244,0,0,0.13585110718652357,6,0.5
0,male,2-university,married,40,1.29173,2,0,0.046920567089192386,4,2.8
0,female,4-graduate school,single,20,0.50128,0,0,0.037956426022925684,6,1.0
0,male,2-university,single,40,0.17675,0,0,0.06945164299782315,6,0.5
1,male,4-graduate school,single,20,0.18199,0,0,0.07042026729644142,4,0.3
0,male,4-graduate school,single,20,0.0,0,0,1.0,6,2.4
1,male,2-university,single,20,0.12029,2,0,0.12909055702575356,6,0.8
0,male,2-university,married,30,0.09983,0,0,1.0011380095178979,6,4.0
0,female,2-university,single,30,0.48254,0,0,0.0388764700165225,6,2.4
1,male,1-high school,single,30,0.45004,2,0,0.021750478510527232,5,0.5
1,male,4-graduate school,married,40,0.0,1,0,0.0,0,4.5
0,female,4-graduate school,married,40,0.0,1,0,0.0,0,1.1
1,female,2-university,married,30,2.91972,2,0,0.041829053183525415,6,3.1
0,male,4-graduate school,single,20,0.17711,0,0,0.07404282248707943,5,0.2
0,male,2-university,single,20,0.0,1,0,0.0,0,0.2
0,male,1-high school,single,50,1.06583,0,0,0.03584848789309756,6,2.0
1,male,4-graduate school,married,30,1.59081,0,0,0.039983851849306834,6,1.8
1,male,2-university,married,50,0.02347,0,0,0.25647601949217746,6,0.5
0,male,1-high school,married,50,0.58017,3,0,0.04074857607811229,6,0.6
0,female,4-graduate school,single,20,0.0,1,0,1.0,6,0.3
0,male,4-graduate school,single,40,0.0,1,0,1.0,5,2.4
0,male,2-university,married,30,2.4371,0,0,0.03933108099926133,6,4.2
0,male,1-high school,married,40,2.19179,0,0,0.03589557491944263,6,3.3
0,female,2-university,single,20,0.26452,0,0,0.07649646203863071,4,0.3
0,male,2-university,married,30,0.09174,0,0,0.12463647694225176,4,2.4
0,male,4-graduate school,single,20,0.14944,0,0,0.12925240409471617,6,1.5
0,female,2-university,married,30,0.05666,0,0,0.1875703388770789,6,2.1
1,female,1-high school,married,50,0.00452,0,0,1.0,2,0.5
0,male,4-graduate school,single,20,0.48441,0,0,0.04706539297608839,6,0.5
1,male,4-graduate school,single,40,0.0,1,0,0.0,0,2.4
0,male,2-university,single,20,0.01832,0,0,0.5,5,1.8
0,male,2-university,single,20,0.09131,1,0,0.09231053263177329,6,0.5
0,male,2-university,single,20,0.02159,0,1,1.0,6,1.7
0,male,4-graduate school,single,20,0.0,0,0,1.0,6,0.2
0,male,4-graduate school,single,20,0.03999,0,0,0.16911889058007779,5,0.5
1,female,2-university,single,20,0.17608,0,0,0.08177029488504899,5,1.7
0,male,4-graduate school,single,30,1.89236,1,0,0.04540501271340356,6,2.0
0,female,2-university,married,20,0.07518,1,0,0.1568142938604828,4,0.8
0,female,4-graduate school,married,60,0.0,1,0,1.0514018691588785,3,2.6
0,male,2-university,married,30,0.83172,0,0,0.044214378951140235,5,1.4
0,male,4-graduate school,single,20,0.12444,0,0,0.538174512055109,6,0.8
0,male,4-graduate school,single,40,0.0,1,0,1.0,3,3.5
0,female,2-university,married,50,2.00733,0,0,0.04410200164518783,6,2.8
0,female,1-high school,single,20,0.07314,0,0,0.16336728810301748,6,0.3
0,male,4-graduate school,married,30,0.18944,0,0,0.17825947449106921,6,1.4
0,female,4-graduate school,single,30,1.0142,0,0,0.03888402838534072,6,2.0
0,female,1-high school,single,30,1.88731,0,0,0.03721774419683598,6,2.0
1,male,1-high school,married,40,1.05307,2,0,0.08525353121135194,6,2.1
0,male,1-high school,married,50,0.12854,3,0,0.11898564735628765,5,0.5
0,male,4-graduate school,single,40,0.20857,2,0,0.12749062033293265,4,0.3
0,male,2-university,single,20,0.0,2,0,1.0,5,0.5
0,male,1-high school,married,40,0.00838,0,0,1.0,5,2.9
0,female,4-graduate school,married,30,1.23229,0,0,0.1147152201354091,5,2.5
0,female,2-university,married,40,0.18148,0,0,0.12603453346216864,6,0.6
0,female,4-graduate school,single,20,0.9614,0,0,0.05248342001049668,6,1.1
0,male,4-graduate school,single,50,0.0,0,1,1.0167217448777264,6,3.7
0,male,2-university,married,20,0.99183,0,0,0.03269073900069181,5,1.0
0,female,2-university,married,30,0.68612,0,0,0.047390798061039345,5,0.9
0,female,2-university,single,20,0.2653,0,0,0.051904303588615426,6,0.5
0,male,2-university,single,30,0.32695,0,0,0.14971404617181183,6,2.7
0,female,4-graduate school,single,30,0.0,0,0,1.002439024390244,5,3.0
0,female,2-university,single,20,0.0,0,0,0.9821253191907288,5,0.5
1,female,4-graduate school,single,20,0.0,1,0,0.0,0,0.5
0,male,4-graduate school,single,20,0.0,1,0,1.0,1,3.6
1,male,1-high school,married,50,0.61617,1,0,0.045469702021886084,4,1.3
0,male,4-graduate school,single,30,0.05683,0,1,2.0,5,0.8
0,male,2-university,single,30,0.4886,1,0,0.031015445691954593,4,0.5
0,female,2-university,single,20,0.14789,0,0,0.09602281730312154,6,0.2
0,female,2-university,married,20,0.72083,0,0,0.07089511190426716,5,0.8
0,male,4-graduate school,single,30,0.0,0,0,0.5643765520355181,4,2.4
0,female,1-high school,single,30,0.37108,0,0,1.0070899129874316,6,0.8
0,female,4-graduate school,married,40,0.0,0,0,0.6329102480653793,6,5.0
1,female,2-university,married,20,0.55524,0,0,0.04318460555181289,6,0.6
0,male,2-university,single,20,0.09442,0,0,0.10276612143530016,5,0.2
1,female,2-university,married,30,0.14483,1,0,0.10441819487045617,4,1.0
0,female,4-graduate school,single,30,0.0,1,0,1.000175201920213,6,3.6
1,female,1-high school,single,40,1.91222,2,0,0.040473621191739716,5,2.0
0,female,2-university,married,30,0.0,1,0,1.0,6,1.3
0,female,2-university,single,30,0.21703,1,0,0.04659615115791436,2,0.2
0,male,4-graduate school,single,30,0.49881,0,0,0.16123063060163806,6,3.1
1,female,4-graduate school,single,20,0.18283,2,0,0.06595566914041381,5,0.6
0,female,4-graduate school,single,20,0.11187,0,0,1.0,4,1.8
0,female,4-graduate school,single,20,0.0,0,0,1.7144474125050935,2,1.8
0,male,2-university,married,30,0.4579,0,0,0.11041183614883515,6,0.5
1,female,4-graduate school,single,20,0.34266,1,0,0.0510917500268904,5,0.5
0,female,2-university,married,30,0.0,0,1,1.0,2,1.5
0,female,4-graduate school,single,20,0.17053,0,0,0.0771366862079605,6,0.2
0,female,4-graduate school,married,30,0.00274,0,1,1.0,6,5.0
1,female,1-high school,single,20,0.2801,1,0,0.03418102269619907,4,0.3
0,female,4-graduate school,married,30,0.0075,0,1,0.0,0,1.8
0,male,4-graduate school,single,30,0.02123,0,0,0.9157844609692662,4,1.4
0,female,4-graduate school,single,20,0.03424,0,0,0.5555555555555556,6,1.4
0,male,2-university,single,20,1.02314,0,0,0.04521695093056485,6,1.2
0,female,2-university,married,40,2.1733,0,0,0.03924477526975392,6,3.6
0,male,1-high school,married,40,0.0,0,0,1.0986683701046631,6,0.2
0,male,4-graduate school,married,40,0.0,0,0,1.0,5,1.0
1,female,2-university,married,40,0.01502,0,0,1.0,5,2.1
1,female,2-university,single,20,0.78425,0,0,0.03923780562572038,6,0.8
0,female,4-graduate school,married,50,0.04527,0,0,1.0018445930366613,5,3.3
0,male,4-graduate school,single,20,1.00607,0,0,0.04590651597087691,4,2.2
1,female,4-graduate school,married,30,0.0,1,0,1.0,4,2.1
0,female,1-high school,married,40,0.36557,0,0,0.04370067607516516,6,0.4
0,male,2-university,single,30,0.25311,0,0,0.10801195389213035,5,0.3
0,male,2-university,single,20,2.83573,2,0,0.04285902677040749,5,4.7
0,male,1-high school,married,40,0.0,0,0,1.0,4,0.3
1,female,2-university,married,30,0.0,1,0,0.0,0,2.4
0,male,2-university,single,30,0.76178,2,0,0.03948994280327639,6,0.8
0,female,4-graduate school,single,30,0.0,0,0,1.0,2,3.1
1,female,4-graduate school,married,40,0.93167,2,0,0.10392489694114386,5,3.6
0,female,1-high school,single,40,3.22808,0,0,0.03698418290272694,6,3.3
0,female,2-university,single,30,2.796,0,0,0.04043152979802737,6,3.0
0,female,2-university,single,30,0.81611,0,0,0.1067877537565001,6,3.2
1,female,1-high school,single,30,0.52626,1,0,0.0004877553094197744,5,0.5
0,female,4-graduate school,single,20,1.2384,0,0,0.04977172082104284,6,1.7
0,male,1-high school,married,40,0.00579,0,0,1.0,3,3.5
0,male,2-university,married,30,0.14846,0,0,0.09745018472533462,6,0.2
1,male,2-university,single,20,0.47357,2,0,0.04955010731385174,6,0.5
0,female,1-high school,single,20,0.19154,1,0,0.07735159287413683,4,0.2
0,female,4-graduate school,single,20,0.32994,0,0,0.058386411889596604,6,0.5
1,male,2-university,single,20,0.20235,1,0,0.07119126720455624,4,0.2
0,male,2-university,married,20,1.028,0,0,1.0,4,0.5
1,male,2-university,single,30,1.24801,2,0,0.03805667399891919,5,1.9
0,female,2-university,married,30,0.56697,0,0,0.04141116946682432,6,0.6
0,male,4-graduate school,single,30,0.04005,0,0,1.0015086748805633,6,0.8
0,female,2-university,single,20,1.22902,0,0,0.0408905043162199,6,1.5
0,female,4-graduate school,single,30,0.0144,0,1,1.0,5,2.1
1,female,1-high school,married,50,2.24089,0,0,0.04366574725146653,6,2.4
1,female,2-university,divorced,40,0.16346,0,0,0.13819789939192925,6,1.4
0,female,4-graduate school,single,20,0.21501,1,0,1.0,1,0.6
0,male,4-graduate school,single,30,0.45374,0,0,0.03752032350856714,6,0.5
0,female,2-university,single,20,0.24855,0,0,0.06492569614774203,6,0.5
0,female,4-graduate school,single,30,0.00318,0,0,0.48197505552708014,3,1.8
0,female,4-graduate school,single,40,0.0,0,0,1.6511627906976745,4,0.3
0,female,2-university,single,40,0.18215,0,0,0.07849578348695822,3,0.2
0,female,2-university,married,70,0.51243,0,0,1.0,6,2.5
0,female,2-university,single,20,0.35979,0,0,0.05189076239951244,5,1.0
0,male,4-graduate school,single,20,0.43636,0,0,0.054695179222821695,6,3.3
0,male,1-high school,married,40,0.34152,0,0,0.10141632016632017,6,0.5
0,female,2-university,single,20,0.49157,1,0,0.033212912247989744,6,0.5
0,male,2-university,single,20,0.24236,0,0,0.16965465821669434,4,0.3
1,female,2-university,single,20,0.96185,0,0,0.05098531060562872,6,1.4
0,female,4-graduate school,single,20,0.63201,0,0,0.14738692731116182,6,1.6
0,female,2-university,single,20,0.16405,0,0,0.8408174240387201,6,4.0
0,male,2-university,married,20,0.26134,0,0,0.054887244414828326,6,0.5
0,female,2-university,married,40,0.0,0,0,1.0,6,1.4
0,female,2-university,married,30,0.05562,0,0,1.0,5,1.6
0,female,1-high school,married,40,0.6217,0,0,0.0,0,1.0
1,male,4-graduate school,married,40,2.0038,2,0,0.046833581551315555,6,2.2
0,female,4-graduate school,single,20,0.38321,0,0,0.40245840626068763,6,5.1
0,male,2-university,single,20,0.47674,0,0,0.045641025641025644,6,0.5
0,female,4-graduate school,married,30,0.0,0,0,1.0,5,1.6
0,female,4-graduate school,single,30,0.0,0,1,1.00983961428712,3,2.3
0,female,4-graduate school,single,30,0.09857,0,0,1.036144578313253,6,0.8
0,female,2-university,married,20,0.06156,0,0,1.0,4,1.5
0,male,1-high school,single,20,0.0584,0,0,0.1446797652462363,5,0.1
1,female,1-high school,single,40,0.84903,0,0,0.04487642564742453,5,1.3
0,female,4-graduate school,single,40,0.33271,0,0,0.046445470115242825,6,0.4
1,male,2-university,single,20,0.11994,3,0,0.11424731182795698,5,0.5
0,male,1-high school,single,30,0.67968,0,0,0.06451101600887621,6,1.0
0,male,4-graduate school,married,30,0.01082,0,0,1.0,2,1.2
1,female,4-graduate school,single,50,0.0,1,0,0.0,0,2.6
0,female,2-university,single,30,0.09253,0,0,0.1556178026766262,6,2.0
1,female,2-university,single,20,0.0,0,1,0.0,0,3.6
0,female,2-university,single,30,0.64216,0,0,0.0648582175925926,6,0.7
1,male,4-graduate school,married,40,0.0,2,0,1.0047882136279926,3,4.6
0,female,4-graduate school,single,20,0.0084,0,0,1.0,6,0.5
0,male,1-high school,married,30,0.48852,0,0,0.03977250208077365,6,0.5
0,female,2-university,married,30,0.99109,0,0,0.038988634812952026,6,2.5
0,female,4-graduate school,single,20,0.00512,0,0,0.40683482506102525,3,0.3
0,male,2-university,married,40,1.1748,0,0,0.09216129829927923,6,2.7
0,female,1-high school,single,30,1.56213,0,0,0.05042049728374425,6,1.8
0,female,4-graduate school,single,20,0.49321,0,0,0.07925022789425706,6,1.0
0,female,1-high school,married,30,1.90126,0,0,0.056342472082305084,6,2.3
0,female,4-graduate school,married,40,0.6836,0,0,1.0,6,2.1
0,male,4-graduate school,single,30,0.57226,2,0,0.0521622826571556,6,2.1
0,female,2-university,married,40,1.72031,0,0,0.04742312331664436,6,4.4
1,female,2-university,single,20,0.67424,2,0,0.04843885153045565,6,1.0
0,female,2-university,married,40,0.07456,0,0,0.13080808080808082,6,2.4
1,male,4-graduate school,single,30,0.0,0,0,1.0,5,2.8
1,female,2-university,single,20,0.0,1,0,0.0,0,0.5
0,male,2-university,married,40,0.006,3,0,0.421455938697318,3,0.3
1,male,2-university,single,20,0.03508,0,0,0.34291581108829566,5,0.1
0,male,4-graduate school,single,20,0.0,1,0,1.0,1,1.3
0,male,4-graduate school,single,30,1.85353,0,0,0.04560564293821955,6,2.0
0,female,2-university,married,20,0.01029,0,0,1.0,5,1.2
0,female,2-university,married,30,1.36742,0,0,0.04533693250160844,6,2.1
0,female,4-graduate school,married,30,0.56228,0,0,0.04532144502204383,6,2.8
1,male,4-graduate school,single,30,0.0,1,0,1.0,3,3.0
0,male,2-university,single,30,0.95719,0,0,0.03553175459672986,6,1.0
0,female,4-graduate school,single,30,0.0,0,1,1.0,1,4.4
0,female,1-high school,married,40,0.47541,0,0,0.046863101165719644,6,0.5
1,female,4-graduate school,single,20,0.09168,0,0,0.19225487503433122,5,0.2
0,female,4-graduate school,single,20,0.00206,0,0,1.0,6,2.0
0,female,2-university,single,20,0.0,0,1,1.0,3,1.1
0,female,2-university,married,30,0.0,0,0,1.0002504591751544,3,5.0
0,female,2-university,married,20,0.0,1,0,1.0,1,3.0
1,male,1-high school,married,50,0.0852,2,0,0.11306887779138793,6,0.3
0,female,4-graduate school,single,20,0.07038,0,0,1.0005796681399899,5,0.6
0,female,2-university,married,30,0.02697,0,0,0.2777777777777778,6,4.0
0,female,2-university,married,30,1.36301,0,0,0.04783609985444158,6,1.8
0,male,4-graduate school,single,40,0.07934,0,0,0.21837239772892705,4,0.2
1,female,1-high school,married,40,0.52439,0,0,0.10675206832132372,4,2.0
0,male,4-graduate school,single,20,0.54103,0,0,0.031032973723766576,6,1.0
1,male,2-university,single,20,0.47537,0,0,0.05919115437774172,6,0.6
0,female,2-university,single,30,0.45619,0,0,0.04494657486669255,6,1.1
0,female,1-high school,married,50,0.0,1,0,1.0,6,2.6
0,female,1-high school,married,40,0.44768,3,0,0.07367284859189481,6,0.5
0,male,2-university,single,20,0.0,1,0,0.0,0,1.8
1,male,2-university,single,20,0.55862,1,0,0.04417117212622354,5,1.1
0,female,4-graduate school,single,20,1.51075,0,0,0.11715887642944377,6,3.4
0,male,2-university,single,20,0.00329,0,0,0.4383449405981155,6,0.5
1,female,2-university,married,20,0.24651,0,0,0.09083182832253267,6,2.3
0,female,2-university,single,30,0.83029,0,0,0.10632190018500011,6,3.6
0,male,2-university,single,40,0.0,1,0,1.0,5,2.1
1,female,2-university,married,40,0.00325,0,0,0.5,4,2.2
1,female,2-university,married,30,0.21098,2,0,0.13583071203889047,4,0.6
0,male,2-university,married,50,0.05731,0,1,1.0,6,3.4
0,male,4-graduate school,married,40,0.94655,2,0,0.05068917786052678,5,1.5
1,female,2-university,married,30,0.0,1,0,1.9801980198019802,5,2.0
1,female,2-university,single,40,0.06559,0,0,0.24205260609972568,5,1.3
0,female,4-graduate school,single,20,0.1054,1,0,0.1319747263504494,5,0.6
0,female,2-university,married,40,0.0,1,0,1.0,2,4.0
0,male,4-graduate school,single,20,0.19248,0,0,0.06930693069306931,6,0.2
0,female,4-graduate school,single,20,1.37669,0,0,0.03943706062895136,6,1.9
0,female,4-graduate school,single,30,1.46882,0,0,0.062404053767332726,6,2.6
0,female,2-university,single,30,0.0039,0,1,0.0,0,1.4
1,female,2-university,married,30,0.44538,0,0,0.04136977114594685,6,0.5
0,female,4-graduate school,single,30,0.0,0,0,1.056499770326137,6,1.2
0,female,2-university,single,30,0.0,0,1,1.0,4,2.4
0,male,2-university,single,30,0.04704,0,0,0.1963707064160726,3,0.5
0,female,4-graduate school,single,20,0.02393,0,0,1.0051578295853105,4,2.0
0,male,4-graduate school,married,30,2.63731,0,0,0.03904683134963598,5,1.8
0,female,4-graduate school,single,20,1.39963,0,0,0.03935412928988946,6,1.8
0,female,4-graduate school,single,20,0.03097,0,0,2.0,4,1.6
0,female,2-university,single,20,0.0,0,0,1.004293893129771,6,1.0
1,female,2-university,single,20,0.44081,0,0,0.06083218428096358,6,0.5
0,female,2-university,single,30,1.31519,0,0,0.04784342152953969,6,1.4
1,female,2-university,single,20,0.16482,0,0,0.0742162844519251,6,0.3
0,male,4-graduate school,single,20,0.37587,0,0,0.07526986763053778,4,0.9
0,male,4-graduate school,married,30,0.0,1,0,0.0,5,2.0
1,male,4-graduate school,single,30,0.0,1,0,0.0,0,3.8
0,female,2-university,single,40,0.7388,0,0,0.04067757547822079,6,0.8
0,male,1-high school,married,50,0.12499,2,0,0.18162393162393162,5,0.5
1,male,2-university,married,40,0.26198,0,0,0.052107522341847866,6,1.8
0,female,2-university,single,20,1.34966,0,0,0.049239956568946794,6,2.4
0,male,2-university,single,30,1.85304,0,0,0.05027733446424785,6,3.8
0,female,3-trade school,single,20,0.80755,0,0,0.03874417223076029,6,1.1
0,male,4-graduate school,married,30,0.49366,0,0,1.0,6,2.6
1,female,2-university,single,20,4.97726,3,0,0.01963753046271913,5,5.0
0,female,2-university,single,30,0.68716,0,0,0.03638740144200363,6,3.2
0,male,2-university,single,30,0.45734,3,0,0.02865641817479961,4,0.5
1,male,4-graduate school,married,40,0.0,1,0,1.0,4,1.1
0,female,4-graduate school,single,30,0.00461,0,1,1.0,6,2.3
0,female,2-university,married,50,0.0,1,0,1.005921052631579,5,3.3
0,female,2-university,married,60,0.44166,0,0,0.06073366264474856,6,0.5
0,male,2-university,single,20,0.02887,0,0,0.5018400802944128,2,0.1
0,male,4-graduate school,married,40,0.0,1,0,0.0,0,3.0
1,female,2-university,married,30,0.20631,3,0,0.05928031264274476,5,0.2
1,male,2-university,married,30,0.83538,2,0,0.0,0,1.8
0,male,4-graduate school,single,30,0.0,0,0,1.0,6,1.6
0,female,4-graduate school,single,30,0.32662,0,0,0.04673829405226709,4,0.9
0,male,1-high school,divorced,50,0.20487,0,0,0.11211767871557987,5,0.3
0,male,4-graduate school,married,40,1.65167,0,0,0.046394409760009164,6,1.8
0,male,1-high school,married,50,0.17503,0,0,0.08131693772312575,6,0.3
0,male,2-university,married,40,0.20518,1,0,0.06419516861994738,4,0.3
0,female,4-graduate school,single,20,0.0,0,0,0.9691264017721168,6,1.4
0,male,4-graduate school,single,30,0.66437,0,0,0.048674658582037664,6,2.1
1,male,2-university,single,30,0.18526,0,0,0.13219644391565866,6,0.5
0,female,2-university,single,20,0.84855,0,0,0.046265697290152015,6,1.3
1,female,2-university,married,30,0.00394,2,0,0.46875,6,0.5
0,male,1-high school,married,30,0.97594,0,0,0.0382789771857296,6,1.4
1,female,2-university,single,20,0.01843,0,0,0.28716216216216217,5,1.7
0,male,2-university,single,20,0.12609,0,0,0.3184956568774062,4,0.8
0,female,5-phd,married,40,3.23106,0,0,0.04374402165037445,6,4.1
0,female,4-graduate school,single,20,0.0,1,0,1.0,1,0.8
1,male,1-high school,married,70,0.59644,0,0,0.053328457588639515,6,0.8
