invoice_id,customer_id,invoice_date,amount,paid_date
INV-00186,C-1015,2025-02-13,14777.17,2025-09-09
INV-00187,C-1015,2025-04-11,17920.48,2025-10-11
INV-00188,C-1015,2025-05-08,5209.13,2025-10-04
INV-00189,C-1015,2025-05-09,13705.21,2025-11-20
INV-00190,C-1015,2025-05-10,4927.82,2025-11-30
INV-00191,C-1015,2025-06-15,12997.15,2025-11-08
INV-00192,C-1015,2025-06-23,12899.70,2025-12-23
INV-00193,C-1015,2025-06-27,9473.90,2025-12-26
INV-00194,C-1015,2025-06-28,21528.68,2026-01-13
INV-00195,C-1015,2025-08-13,6797.66,2026-01-15
INV-00196,C-1015,2025-08-31,13517.11,2026-02-04
INV-00197,C-1015,2025-11-22,16087.59,
INV-00198,C-1015,2025-11-24,17696.77,
INV-00199,C-1015,2025-12-11,12173.42,
INV-00200,C-1015,2025-12-25,16789.28,
INV-00201,C-1015,2026-02-17,12873.28,
INV-00202,C-1015,2026-03-16,16909.11,
INV-00203,C-1016,2025-01-03,11592.04,2025-04-20
INV-00204,C-1016,2025-02-27,14789.99,2025-05-07
INV-00205,C-1016,2025-05-02,14302.13,2025-08-29
INV-00206,C-1016,2025-05-14,13888.35,2025-09-09
INV-00207,C-1016,2025-06-17,14577.52,2025-09-06
INV-00208,C-1016,2025-07-24,18720.30,
INV-00209,C-1016,2025-08-03,13639.73,2025-11-21
INV-00210,C-1016,2025-08-18,12044.82,2025-10-30
INV-00211,C-1016,2025-08-30,10230.03,2025-11-11
INV-00212,C-1016,2025-08-31,16936.89,2025-11-05
INV-00213,C-1016,2025-09-04,17167.06,2025-12-09
INV-00214,C-1016,2025-09-15,20094.24,2025-12-12
INV-00215,C-1016,2025-10-15,14033.70,2026-01-15
INV-00216,C-1016,2025-10-30,14599.77,2026-03-03
INV-00217,C-1016,2025-11-09,17318.97,2026-02-07
INV-00218,C-1016,2025-12-20,18633.89,
INV-00219,C-1016,2026-01-30,18422.73,
INV-00220,C-1017,2025-03-04,9295.03,2025-09-02
INV-00221,C-1017,2025-04-19,8477.90,
INV-00222,C-1017,2025-06-14,1185.48,2025-12-08
INV-00223,C-1017,2025-07-11,677.99,2025-11-15
INV-00224,C-1017,2025-08-23,14021.37,2025-12-13
INV-00225,C-1017,2025-11-01,3317.43,
INV-00226,C-1017,2025-11-10,11241.28,
INV-00227,C-1017,2025-11-21,2092.46,
INV-00228,C-1017,2025-12-05,17947.72,
INV-00229,C-1017,2026-02-09,3959.55,
INV-00230,C-1017,2026-02-27,10470.82,
INV-00231,C-1017,2026-03-13,50.00,
INV-00232,C-1018,2025-01-02,12676.89,2025-03-16
INV-00233,C-1018,2025-02-10,19959.13,2025-04-17
INV-00234,C-1018,2025-04-16,15290.13,2025-07-23
INV-00235,C-1018,2025-06-06,16010.10,
INV-00236,C-1018,2025-09-30,7607.23,2025-12-12
INV-00237,C-1018,2025-10-02,4884.46,2026-01-02
INV-00238,C-1018,2025-11-27,11364.28,2026-01-31
INV-00239,C-1018,2025-12-08,7498.78,2026-03-19
INV-00240,C-1018,2026-01-23,8877.86,
INV-00241,C-1018,2026-03-31,14242.17,
INV-00242,C-1019,2025-01-08,14593.01,2025-02-26
INV-00243,C-1019,2025-01-30,18874.58,2025-04-06
INV-00244,C-1019,2025-02-14,19569.65,2025-04-06
INV-00245,C-1019,2025-03-21,20210.98,
INV-00246,C-1019,2025-04-15,21350.32,2025-06-16
INV-00247,C-1019,2025-04-30,15663.52,2025-07-15
INV-00248,C-1019,2025-06-23,17482.55,2025-08-18
INV-00249,C-1019,2025-06-27,9516.14,2025-07-22
INV-00250,C-1019,2025-06-29,13477.64,2025-08-22
INV-00251,C-1019,2025-07-30,9522.34,2025-10-20
INV-00252,C-1019,2025-09-07,8302.24,2025-11-05
INV-00253,C-1019,2025-10-03,17161.35,2025-12-05
INV-00254,C-1019,2025-10-21,16040.98,2025-12-21
INV-00255,C-1019,2025-10-25,14506.68,2026-01-09
INV-00256,C-1019,2025-11-02,11969.70,
INV-00257,C-1019,2025-11-12,11713.04,
INV-00258,C-1019,2026-02-19,7867.25,
INV-00259,C-1020,2025-04-14,15889.91,2025-06-06
INV-00260,C-1020,2025-05-12,13956.78,2025-06-29
INV-00261,C-1020,2025-05-19,10320.97,2025-07-16
INV-00262,C-1020,2025-07-19,1524.14,2025-10-01
INV-00263,C-1020,2025-08-03,13023.43,
INV-00264,C-1020,2025-08-31,12077.09,2025-11-26
INV-00265,C-1020,2025-09-12,9666.43,2025-11-25
INV-00266,C-1020,2025-09-20,8918.50,2025-12-15
INV-00267,C-1020,2025-10-04,8108.19,2025-12-03
INV-00268,C-1020,2025-11-18,11551.59,2026-01-07
INV-00269,C-1020,2025-11-18,7678.71,2026-01-31
INV-00270,C-1020,2025-11-27,13225.74,2026-02-07
INV-00271,C-1020,2026-01-12,14759.35,
INV-00272,C-1020,2026-03-05,10222.66,
INV-00273,C-1020,2026-03-26,15866.98,
INV-00274,C-1021,2025-01-13,15737.63,2025-03-21
INV-00275,C-1021,2025-04-04,13704.86,2025-05-22
INV-00276,C-1021,2025-04-04,24956.04,2025-06-09
INV-00277,C-1021,2025-06-30,22317.49,2025-09-11
INV-00278,C-1021,2025-08-18,22201.36,2025-10-23
INV-00279,C-1021,2025-09-17,17276.64,2025-11-14
INV-00280,C-1021,2026-02-08,12811.22,
INV-00281,C-1021,2026-02-22,16164.45,
INV-00282,C-1021,2026-03-14,15761.96,
INV-00283,C-1021,2026-03-18,13110.44,
INV-00284,C-1022,2025-01-09,17191.29,2025-02-23
INV-00285,C-1022,2025-02-17,12943.18,2025-05-27
INV-00286,C-1022,2025-06-08,10309.83,2025-08-26
INV-00287,C-1022,2025-08-04,19177.19,2025-09-29
INV-00288,C-1022,2025-08-17,11552.33,2025-10-16
INV-00289,C-1022,2025-10-24,19796.57,2026-01-21
INV-00290,C-1022,2025-10-27,16473.16,2026-01-02
INV-00291,C-1022,2025-12-07,17442.46,2026-02-05
INV-00292,C-1022,2025-12-23,12589.71,2026-03-28
INV-00293,C-1022,2025-12-26,13760.19,
INV-00294,C-1022,2026-02-02,5950.96,
INV-00295,C-1022,2026-03-05,17575.13,
INV-00296,C-1023,2025-06-07,13097.38,2025-11-14
INV-00297,C-1023,2025-07-17,12911.93,2026-01-22
INV-00298,C-1023,2025-08-20,9901.16,2026-02-21
INV-00299,C-1023,2025-10-24,6060.59,
INV-00300,C-1023,2025-11-27,17059.67,
INV-00301,C-1023,2025-12-06,8280.30,
INV-00302,C-1023,2025-12-08,8045.18,
INV-00303,C-1023,2025-12-15,8064.03,
INV-00304,C-1023,2026-01-03,12990.25,
INV-00305,C-1023,2026-02-10,6835.37,
INV-00306,C-1024,2025-01-31,6337.61,2025-10-17
INV-00307,C-1024,2025-02-26,10016.87,
INV-00308,C-1024,2025-03-16,13975.80,2025-11-11
INV-00309,C-1024,2025-04-08,10134.55,2025-12-04
INV-00310,C-1024,2025-04-09,8829.27,
INV-00311,C-1024,2025-04-30,12202.90,2026-01-04
INV-00312,C-1024,2025-07-24,18237.01,2026-03-09
INV-00313,C-1024,2025-07-24,15121.16,2026-03-10
INV-00314,C-1024,2025-08-21,8775.16,
INV-00315,C-1024,2025-09-04,18943.86,
INV-00316,C-1024,2025-10-02,8781.92,
INV-00317,C-1024,2025-10-24,5498.12,
INV-00318,C-1024,2025-11-30,12732.50,
INV-00319,C-1024,2026-01-28,12803.50,
INV-00320,C-1024,2026-02-17,13278.74,
INV-00321,C-1024,2026-02-24,8835.09,
INV-00322,C-1024,2026-03-23,5443.54,
INV-00323,C-1025,2025-01-17,12368.59,2025-04-27
INV-00324,C-1025,2025-02-12,13760.83,2025-06-19
INV-00325,C-1025,2025-03-21,5116.45,2025-06-27
INV-00326,C-1025,2025-03-29,10555.14,2025-08-12
INV-00327,C-1025,2025-05-27,8223.21,2025-09-07
INV-00328,C-1025,2025-07-18,14950.89,2025-10-17
INV-00329,C-1025,2025-10-02,7782.44,2026-02-01
INV-00330,C-1025,2025-11-24,7354.72,
INV-00331,C-1025,2025-12-09,7041.34,
INV-00332,C-1025,2025-12-30,11999.66,
INV-00333,C-1025,2026-01-02,7235.91,
INV-00334,C-1025,2026-01-03,2913.59,
INV-00335,C-1025,2026-01-10,6826.42,
INV-00336,C-1025,2026-02-04,14426.56,
INV-00337,C-1025,2026-02-19,13563.29,
INV-00338,C-1025,2026-02-26,3813.76,
INV-00339,C-1025,2026-03-09,7030.30,
INV-00340,C-1026,2025-01-06,19204.37,2025-07-18
INV-00341,C-1026,2025-02-18,17178.94,2025-08-10
INV-00342,C-1026,2025-03-05,11897.35,2025-09-24
INV-00343,C-1026,2025-03-17,3574.59,2025-09-06
INV-00344,C-1026,2025-03-19,11367.41,2025-09-25
INV-00345,C-1026,2025-06-03,12760.90,2025-12-09
INV-00346,C-1026,2025-06-19,22064.08,2025-12-31
INV-00347,C-1026,2025-10-30,13802.75,
INV-00348,C-1026,2025-11-14,9593.10,
INV-00349,C-1026,2026-01-06,17777.91,
INV-00350,C-1026,2026-02-23,9668.01,
INV-00351,C-1026,2026-03-31,13748.55,
INV-00352,C-1027,2025-02-11,2189.56,2025-04-13
INV-00353,C-1027,2025-03-25,12693.66,2025-04-22
INV-00354,C-1027,2025-04-23,10090.08,2025-06-22
INV-00355,C-1027,2025-05-04,4082.37,2025-07-17
INV-00356,C-1027,2025-05-18,3443.44,2025-06-18
INV-00357,C-1027,2025-06-06,2244.70,2025-09-01
INV-00358,C-1027,2025-11-23,10673.68,2026-01-01
INV-00359,C-1027,2025-12-08,777.24,2026-01-30
INV-00360,C-1027,2025-12-31,4422.16,
INV-00361,C-1027,2026-01-12,10180.18,2026-02-03
INV-00362,C-1027,2026-01-12,10677.75,2026-03-28
INV-00363,C-1027,2026-01-25,2307.26,
INV-00364,C-1027,2026-01-31,4846.28,
INV-00365,C-1027,2026-02-24,7867.71,
INV-00366,C-1027,2026-02-25,6811.56,
INV-00367,C-1028,2025-01-18,12984.11,2025-04-16
INV-00368,C-1028,2025-01-27,19601.75,
INV-00369,C-1028,2025-01-30,7410.55,2025-05-01
INV-00370,C-1028,2025-03-14,11382.30,2025-06-03
INV-00371,C-1028,2025-03-30,865.27,2025-07-03
INV-00372,C-1028,2025-04-11,5502.90,2025-07-27
INV-00373,C-1028,2025-06-26,18418.45,
INV-00374,C-1028,2025-08-01,8224.34,2025-10-25
INV-00375,C-1028,2025-08-27,14209.95,2025-12-19
INV-00376,C-1028,2025-09-08,11828.00,2025-11-20
INV-00377,C-1028,2025-10-01,18333.02,2026-02-03
INV-00378,C-1028,2025-10-17,7662.64,2026-01-17
INV-00379,C-1028,2025-12-11,13241.05,
INV-00380,C-1028,2025-12-24,11443.59,2026-03-31
INV-00381,C-1028,2026-02-22,6724.34,
INV-00382,C-1028,2026-02-25,17112.54,
INV-00383,C-1028,2026-03-18,5375.03,
INV-00384,C-1029,2025-01-28,16072.81,2025-04-02
INV-00385,C-1029,2025-02-14,12714.56,2025-05-02
INV-00386,C-1029,2025-02-17,2313.09,2025-05-13
INV-00387,C-1029,2025-03-02,6532.03,2025-06-06
INV-00388,C-1029,2025-05-09,4703.22,2025-08-20
INV-00389,C-1029,2025-06-17,13442.83,2025-10-05
INV-00390,C-1029,2025-07-09,15112.15,2025-10-29
INV-00391,C-1029,2025-07-25,14433.26,2025-10-30
INV-00392,C-1029,2025-08-03,8709.85,2025-10-25
INV-00393,C-1029,2025-08-31,12000.38,2025-12-17
INV-00394,C-1029,2025-09-09,13165.81,
INV-00395,C-1029,2025-11-08,761.21,2026-02-06
INV-00396,C-1029,2025-12-13,50.00,2026-02-14
INV-00397,C-1029,2025-12-15,12883.13,2026-03-03
INV-00398,C-1029,2026-03-28,9559.94,
INV-00399,C-1030,2025-01-01,8560.81,2025-04-15
INV-00400,C-1030,2025-01-07,1404.08,2025-04-16
INV-00401,C-1030,2025-02-21,10834.85,
INV-00402,C-1030,2025-04-15,9020.50,
INV-00403,C-1030,2025-06-03,14410.39,2025-09-20
INV-00404,C-1030,2025-06-17,17386.31,
INV-00405,C-1030,2025-06-19,13124.79,2025-10-28
INV-00406,C-1030,2025-07-07,11542.69,2025-11-18
INV-00407,C-1030,2025-07-11,17667.00,2025-11-14
INV-00408,C-1030,2025-07-20,3440.11,2025-10-12
INV-00409,C-1031,2025-01-15,10989.26,
INV-00410,C-1031,2025-03-18,11411.66,2025-07-16
INV-00411,C-1031,2025-03-29,15106.92,
INV-00412,C-1031,2025-07-08,15724.85,2025-10-22
INV-00413,C-1031,2025-08-18,15944.15,2025-12-08
INV-00414,C-1031,2025-08-18,21292.11,2025-12-30
INV-00415,C-1031,2025-09-01,9998.16,2026-01-09
INV-00416,C-1031,2025-11-16,2608.64,2026-03-21
INV-00417,C-1031,2025-11-19,8922.24,2026-03-21
INV-00418,C-1031,2025-11-28,7097.33,
INV-00419,C-1031,2025-11-30,21079.55,
INV-00420,C-1031,2025-12-21,16985.92,
INV-00421,C-1031,2026-01-11,16436.21,
INV-00422,C-1031,2026-03-20,13574.71,
INV-00423,C-1031,2026-03-31,13012.51,
INV-00424,C-1032,2025-02-04,12185.29,2025-05-16
INV-00425,C-1032,2025-02-15,20536.93,2025-05-06
INV-00426,C-1032,2025-02-26,16808.11,2025-06-20
INV-00427,C-1032,2025-03-20,7317.87,2025-06-22
INV-00428,C-1032,2025-04-03,2700.95,2025-07-02
INV-00429,C-1032,2025-06-23,4747.88,2025-09-26
INV-00430,C-1032,2025-08-26,1760.75,2025-11-21
INV-00431,C-1032,2025-09-03,13177.33,2025-11-26
INV-00432,C-1032,2025-09-12,8472.60,
INV-00433,C-1032,2025-11-15,20036.42,2026-02-11
INV-00434,C-1032,2025-12-21,6260.89,
INV-00435,C-1032,2026-01-06,3558.09,
INV-00436,C-1032,2026-01-15,11694.18,
INV-00437,C-1032,2026-02-02,6465.50,
INV-00438,C-1032,2026-03-10,4581.81,
INV-00439,C-1033,2025-03-07,10260.51,2025-05-05
INV-00440,C-1033,2025-03-08,15090.49,2025-07-04
INV-00441,C-1033,2025-05-18,13144.92,2025-10-13
INV-00442,C-1033,2025-09-26,15162.46,2026-01-24
INV-00443,C-1033,2025-10-03,21871.76,2026-01-03
INV-00444,C-1033,2025-12-13,14156.89,
INV-00445,C-1033,2026-01-25,18022.59,
INV-00446,C-1033,2026-01-27,19421.10,
INV-00447,C-1033,2026-02-14,13453.83,
INV-00448,C-1033,2026-02-28,18016.18,
INV-00449,C-1034,2025-01-24,11411.94,2025-05-17
INV-00450,C-1034,2025-02-06,15649.47,2025-05-19
INV-00451,C-1034,2025-02-19,18871.75,2025-06-22
INV-00452,C-1034,2025-02-21,9459.47,2025-05-18
INV-00453,C-1034,2025-02-23,7841.41,2025-06-29
INV-00454,C-1034,2025-04-09,12284.92,2025-08-07
INV-00455,C-1034,2025-04-15,14643.47,
INV-00456,C-1034,2025-04-15,12821.96,2025-07-21
INV-00457,C-1034,2025-09-20,12358.97,2025-12-19
INV-00458,C-1034,2025-10-12,13534.95,2026-01-17
INV-00459,C-1034,2025-10-15,16997.42,2026-01-11
INV-00460,C-1034,2025-11-28,16098.00,2026-03-17
INV-00461,C-1034,2025-12-15,11432.73,2026-02-25
INV-00462,C-1034,2025-12-23,15336.15,
INV-00463,C-1034,2025-12-27,1401.29,2026-03-24
INV-00464,C-1034,2026-01-31,18649.37,
INV-00465,C-1034,2026-03-04,9098.27,
INV-00466,C-1035,2025-02-28,8961.65,
INV-00467,C-1035,2025-03-01,13317.86,2025-06-10
INV-00468,C-1035,2025-03-28,23032.90,2025-06-26
INV-00469,C-1035,2025-04-13,23099.66,
INV-00470,C-1035,2025-04-27,12824.38,2025-07-14
INV-00471,C-1035,2025-05-18,17744.02,2025-09-01
INV-00472,C-1035,2025-06-19,20520.17,2025-09-28
INV-00473,C-1035,2025-08-01,21660.66,2025-11-12
INV-00474,C-1035,2025-09-02,19612.25,
INV-00475,C-1035,2025-10-13,17256.10,2026-01-11
INV-00476,C-1035,2025-11-06,15219.11,2026-01-16
INV-00477,C-1035,2025-11-16,13756.74,
INV-00478,C-1035,2025-12-25,15948.57,
INV-00479,C-1035,2026-01-13,16217.37,
INV-00480,C-1035,2026-02-27,12979.87,
INV-00481,C-1035,2026-03-13,9836.25,
INV-00482,C-1035,2026-03-21,9437.74,
INV-00483,C-1036,2025-02-13,14090.49,2025-04-14
INV-00484,C-1036,2025-02-18,19008.21,2025-05-12
INV-00485,C-1036,2025-04-16,14765.96,2025-07-21
INV-00486,C-1036,2025-04-19,8396.45,2025-06-24
INV-00487,C-1036,2025-04-30,14379.46,2025-07-06
INV-00488,C-1036,2025-05-08,11839.02,2025-07-09
INV-00489,C-1036,2025-06-03,11144.04,2025-08-02
INV-00490,C-1036,2025-07-19,11721.14,2025-10-06
INV-00491,C-1036,2025-08-10,7315.51,2025-10-28
INV-00492,C-1036,2025-08-10,5019.11,
INV-00493,C-1036,2025-09-16,17708.51,2025-11-23
INV-00494,C-1036,2025-11-05,12109.70,2025-12-26
INV-00495,C-1036,2025-12-28,15964.13,2026-02-04
INV-00496,C-1036,2026-01-01,11112.05,2026-03-02
INV-00497,C-1036,2026-01-14,9087.90,2026-03-21
INV-00498,C-1036,2026-01-26,6511.11,2026-03-30
INV-00499,C-1036,2026-01-30,10408.84,
INV-00500,C-1037,2025-01-02,22524.25,2025-09-12
INV-00501,C-1037,2025-01-08,8040.51,2025-09-07
INV-00502,C-1037,2025-01-23,12170.50,2025-08-24
INV-00503,C-1037,2025-03-24,14205.66,2025-11-14
