invoice_id,customer_id,invoice_date,amount,paid_date
INV-00042,C-1003,2025-08-17,18824.43,2025-12-26
INV-00043,C-1003,2025-08-23,21587.82,2026-01-05
INV-00044,C-1003,2025-10-28,24598.20,2026-03-20
INV-00045,C-1003,2025-11-16,8895.86,
INV-00046,C-1003,2026-01-01,14982.93,
INV-00047,C-1003,2026-01-22,18818.57,
INV-00048,C-1003,2026-02-17,17837.88,
INV-00049,C-1003,2026-02-28,17330.60,
INV-00050,C-1004,2025-01-19,11348.68,2025-04-29
INV-00051,C-1004,2025-01-22,1357.44,2025-04-30
INV-00052,C-1004,2025-02-05,8440.46,2025-05-24
INV-00053,C-1004,2025-03-23,7578.85,2025-06-26
INV-00054,C-1004,2025-03-25,2884.29,2025-07-18
INV-00055,C-1004,2025-10-10,12889.72,2026-01-09
INV-00056,C-1004,2025-11-25,8236.00,2026-02-23
INV-00057,C-1004,2025-12-19,7243.15,
INV-00058,C-1004,2026-01-23,10150.54,
INV-00059,C-1004,2026-02-03,7348.62,
INV-00060,C-1004,2026-03-01,5537.41,
INV-00061,C-1004,2026-03-24,139.07,
INV-00062,C-1005,2025-01-10,2369.79,2025-03-27
INV-00063,C-1005,2025-01-23,10048.14,2025-11-17
INV-00064,C-1005,2025-02-24,2927.71,2025-05-20
INV-00065,C-1005,2025-04-14,15674.35,2025-06-29
INV-00066,C-1005,2025-04-21,2752.08,2025-08-07
INV-00067,C-1005,2025-06-29,11280.86,2025-09-13
INV-00068,C-1005,2025-06-29,13117.51,2025-09-14
INV-00069,C-1005,2025-07-22,6332.70,2025-09-29
INV-00070,C-1005,2025-07-29,12889.82,2025-09-19
INV-00071,C-1005,2025-08-09,1948.69,
INV-00072,C-1005,2025-09-25,14576.12,2025-12-12
INV-00073,C-1005,2025-10-10,7038.15,2025-12-11
INV-00074,C-1005,2025-12-12,10067.35,2026-03-16
INV-00075,C-1005,2026-01-02,2375.68,2026-03-10
INV-00076,C-1005,2026-01-16,11437.37,
INV-00077,C-1006,2025-02-18,4168.32,2025-10-10
INV-00078,C-1006,2025-02-27,9963.03,2025-10-25
INV-00079,C-1006,2025-03-06,6356.84,
INV-00080,C-1006,2025-04-12,19137.27,
INV-00081,C-1006,2025-05-06,10436.26,
INV-00082,C-1006,2025-05-08,50.00,2026-01-02
INV-00083,C-1006,2025-07-14,9115.67,2026-03-09
INV-00084,C-1006,2025-09-17,8637.98,
INV-00085,C-1006,2025-09-17,17760.01,
INV-00086,C-1006,2025-09-18,7634.59,
INV-00087,C-1006,2025-10-07,7343.76,
INV-00088,C-1006,2025-10-23,50.00,
INV-00089,C-1006,2026-02-05,14523.78,
INV-00090,C-1006,2026-02-09,10513.46,
INV-00091,C-1006,2026-02-18,11774.85,
INV-00092,C-1006,2026-03-24,6314.69,
INV-00093,C-1006,2026-03-29,16011.58,
INV-00094,C-1007,2025-01-11,13552.29,2025-05-04
INV-00095,C-1007,2025-03-15,24678.36,
INV-00096,C-1007,2025-05-06,12286.30,2025-08-23
INV-00097,C-1007,2025-07-03,18178.18,
INV-00098,C-1007,2025-07-07,17131.82,2025-10-24
INV-00099,C-1007,2025-09-20,21549.27,
INV-00100,C-1007,2025-10-20,11956.23,2026-02-11
INV-00101,C-1007,2026-01-19,20538.52,
INV-00102,C-1007,2026-01-29,20700.45,
INV-00103,C-1007,2026-02-15,7099.47,
INV-00104,C-1007,2026-02-25,15356.57,
INV-00105,C-1007,2026-03-25,18137.91,
INV-00106,C-1008,2025-01-10,16643.29,2025-04-04
INV-00107,C-1008,2025-01-25,14554.55,2025-05-05
INV-00108,C-1008,2025-02-14,2008.07,2025-05-31
INV-00109,C-1008,2025-03-01,6166.11,2025-06-30
INV-00110,C-1008,2025-03-11,50.00,2025-07-08
INV-00111,C-1008,2025-03-22,6774.17,
INV-00112,C-1008,2025-03-29,8431.29,2025-07-18
INV-00113,C-1008,2025-03-30,10503.12,2025-06-03
INV-00114,C-1008,2025-06-15,6353.36,2025-10-10
INV-00115,C-1008,2025-06-19,11221.64,2025-08-26
INV-00116,C-1008,2025-10-23,4565.92,2026-01-17
INV-00117,C-1008,2025-10-31,3014.04,2026-02-21
INV-00118,C-1008,2025-12-16,9976.59,
INV-00119,C-1008,2025-12-21,9842.61,2026-03-11
INV-00120,C-1008,2026-01-02,7771.18,
INV-00121,C-1009,2025-03-18,12589.60,2025-07-27
INV-00122,C-1009,2025-04-16,16538.17,2025-08-28
INV-00123,C-1009,2025-04-28,18432.55,2025-09-08
INV-00124,C-1009,2025-04-29,13591.82,
INV-00125,C-1009,2025-05-25,16144.31,2025-09-13
INV-00126,C-1009,2025-06-12,20056.26,2025-10-02
INV-00127,C-1009,2025-07-20,15696.38,2025-11-20
INV-00128,C-1009,2025-09-07,18237.24,2026-01-31
INV-00129,C-1009,2025-10-27,13426.63,2026-03-26
INV-00130,C-1009,2025-11-17,20030.10,
INV-00131,C-1010,2025-01-22,12994.68,2025-05-31
INV-00132,C-1010,2025-02-13,11989.57,2025-07-11
INV-00133,C-1010,2025-02-28,6542.79,2025-06-30
INV-00134,C-1010,2025-03-13,10305.51,2026-01-07
INV-00135,C-1010,2025-04-20,17208.52,2025-09-27
INV-00136,C-1010,2025-05-31,19619.75,2025-09-24
INV-00137,C-1010,2025-07-14,13469.17,2026-01-06
INV-00138,C-1010,2025-09-04,18529.12,2026-01-14
INV-00139,C-1010,2025-09-22,10015.95,2026-02-07
INV-00140,C-1010,2025-10-25,16309.52,2026-02-27
INV-00141,C-1010,2025-11-20,8348.05,
INV-00142,C-1010,2025-12-06,13781.38,
INV-00143,C-1010,2025-12-17,15045.74,
INV-00144,C-1010,2025-12-21,9292.50,
INV-00145,C-1010,2026-02-06,15328.07,
INV-00146,C-1010,2026-02-09,12849.66,
INV-00147,C-1010,2026-02-18,8943.77,
INV-00148,C-1011,2025-01-07,16253.32,2025-06-13
INV-00149,C-1011,2025-04-10,9213.59,2025-08-03
INV-00150,C-1011,2025-05-08,3998.61,2025-10-02
INV-00151,C-1011,2025-05-28,15921.05,2025-10-27
INV-00152,C-1011,2025-07-02,299.40,2025-11-16
INV-00153,C-1011,2025-09-13,13911.39,2026-01-01
INV-00154,C-1011,2025-09-30,5067.39,2026-02-21
INV-00155,C-1011,2025-11-11,15507.52,2026-03-23
INV-00156,C-1011,2025-12-29,8906.69,
INV-00157,C-1011,2026-03-12,4716.13,
INV-00158,C-1012,2025-01-17,7440.43,2025-03-24
INV-00159,C-1012,2025-02-06,2919.54,2025-05-01
INV-00160,C-1012,2025-05-02,8187.17,2025-07-27
INV-00161,C-1012,2025-07-11,6097.88,2025-09-03
INV-00162,C-1012,2025-08-22,8804.92,2025-10-14
INV-00163,C-1012,2025-09-01,12232.30,2025-11-25
INV-00164,C-1012,2025-09-09,15019.13,2025-12-02
INV-00165,C-1012,2025-12-25,8185.34,2026-02-09
INV-00166,C-1012,2026-01-21,2945.17,2026-03-11
INV-00167,C-1012,2026-01-31,14596.24,
INV-00168,C-1012,2026-02-09,12055.52,
INV-00169,C-1012,2026-03-31,5723.34,
INV-00170,C-1013,2025-03-20,5604.08,2025-08-26
INV-00171,C-1013,2025-03-22,3386.06,
INV-00172,C-1013,2025-04-04,11961.45,
INV-00173,C-1013,2025-07-10,3998.19,
INV-00174,C-1013,2025-07-18,3574.34,
INV-00175,C-1013,2025-07-21,6127.72,
INV-00176,C-1013,2025-08-22,9170.28,2026-02-09
INV-00177,C-1013,2025-09-24,11146.20,2026-03-19
INV-00178,C-1013,2025-10-25,7051.38,2026-03-14
INV-00179,C-1013,2025-10-26,6111.38,2026-03-25
INV-00180,C-1013,2025-10-28,9076.28,2026-02-28
INV-00181,C-1013,2025-11-04,9367.25,2026-02-25
INV-00182,C-1013,2025-11-18,18288.53,
INV-00183,C-1013,2025-12-09,17485.67,
INV-00184,C-1013,2025-12-19,8749.01,
INV-00185,C-1013,2026-02-05,2869.29,
INV-00186,C-1013,2026-02-07,6700.81,
INV-00187,C-1014,2025-02-26,50.00,2025-05-16
INV-00188,C-1014,2025-05-11,6391.17,2025-09-10
INV-00189,C-1014,2025-06-26,7927.48,2025-09-18
INV-00190,C-1014,2025-08-10,8212.73,2025-10-26
INV-00191,C-1014,2025-09-03,7860.60,2025-11-15
INV-00192,C-1014,2025-09-09,12992.75,2025-12-05
INV-00193,C-1014,2025-10-12,13866.31,
INV-00194,C-1014,2026-01-04,6340.43,2026-02-27
INV-00195,C-1014,2026-01-23,6254.77,2026-03-30
INV-00196,C-1014,2026-01-27,13179.51,
INV-00197,C-1015,2025-01-23,2073.05,2025-07-30
INV-00198,C-1015,2025-02-05,12676.19,2025-07-11
INV-00199,C-1015,2025-02-19,5839.59,2025-09-02
INV-00200,C-1015,2025-02-26,6430.54,2025-09-02
INV-00201,C-1015,2025-03-31,2981.33,2025-09-23
INV-00202,C-1015,2025-06-30,50.00,2025-12-04
INV-00203,C-1015,2025-08-01,10853.29,2026-02-14
INV-00204,C-1015,2025-11-04,2076.07,
INV-00205,C-1015,2025-12-04,7530.99,
INV-00206,C-1015,2026-02-08,10200.33,
INV-00207,C-1016,2025-01-14,5211.99,2025-05-24
INV-00208,C-1016,2025-02-16,11492.42,2025-07-15
INV-00209,C-1016,2025-04-10,13072.55,2025-08-26
INV-00210,C-1016,2025-06-11,12643.49,
INV-00211,C-1016,2025-08-07,9374.25,2025-12-05
INV-00212,C-1016,2025-08-28,12622.54,2026-01-30
INV-00213,C-1016,2025-09-01,4231.87,2026-01-23
INV-00214,C-1016,2025-09-23,4618.87,2026-02-27
INV-00215,C-1016,2025-10-16,9609.59,2026-03-11
INV-00216,C-1016,2025-11-10,12928.39,2026-03-28
INV-00217,C-1016,2025-12-29,5947.56,
INV-00218,C-1016,2025-12-31,2113.36,
INV-00219,C-1016,2026-01-04,16178.74,
INV-00220,C-1016,2026-01-10,6109.05,
INV-00221,C-1016,2026-01-15,11351.50,
INV-00222,C-1016,2026-02-02,5492.36,
INV-00223,C-1016,2026-02-22,12898.11,
INV-00224,C-1017,2025-03-06,5304.13,2025-09-12
INV-00225,C-1017,2025-04-03,4986.26,2025-10-11
INV-00226,C-1017,2025-04-20,13600.76,2025-09-29
INV-00227,C-1017,2025-05-08,18117.93,2025-10-28
INV-00228,C-1017,2025-05-29,21747.37,2025-11-10
INV-00229,C-1017,2025-08-06,10195.17,2026-02-02
INV-00230,C-1017,2025-09-09,5063.15,2026-03-27
INV-00231,C-1017,2025-09-15,8827.33,
INV-00232,C-1017,2025-10-07,13896.72,2026-03-17
INV-00233,C-1017,2025-10-16,8199.50,
INV-00234,C-1017,2025-11-04,4149.74,
INV-00235,C-1017,2025-11-05,8021.23,
INV-00236,C-1017,2025-11-13,7185.48,
INV-00237,C-1017,2026-01-30,14507.36,
INV-00238,C-1017,2026-02-10,12544.32,
INV-00239,C-1018,2025-02-03,10002.63,2025-05-17
INV-00240,C-1018,2025-02-04,5184.30,2025-05-25
INV-00241,C-1018,2025-02-26,10650.13,2025-06-04
INV-00242,C-1018,2025-03-05,5418.72,2026-03-28
INV-00243,C-1018,2025-03-08,4539.26,2025-07-06
INV-00244,C-1018,2025-03-15,10523.39,2025-06-13
INV-00245,C-1018,2025-05-02,9068.88,2025-09-02
INV-00246,C-1018,2025-06-22,7889.72,2025-10-28
INV-00247,C-1018,2025-07-11,7789.22,2025-11-26
INV-00248,C-1018,2025-07-26,8903.14,2025-11-15
INV-00249,C-1018,2025-08-19,8643.88,2025-11-19
INV-00250,C-1018,2025-09-23,7080.94,2025-12-21
INV-00251,C-1018,2025-10-11,8514.16,
INV-00252,C-1018,2025-10-30,5767.33,2026-02-26
INV-00253,C-1018,2026-01-29,7078.66,
INV-00254,C-1018,2026-02-28,9225.90,
INV-00255,C-1018,2026-03-01,7109.38,
INV-00256,C-1019,2025-03-13,3697.01,2025-07-24
INV-00257,C-1019,2025-04-24,10808.95,2025-08-07
INV-00258,C-1019,2025-06-07,10174.72,2025-09-30
INV-00259,C-1019,2025-07-15,6556.46,2025-11-06
INV-00260,C-1019,2025-07-27,7624.42,2025-11-22
INV-00261,C-1019,2025-09-15,1808.11,2025-12-25
INV-00262,C-1019,2025-10-14,5902.06,2026-01-22
INV-00263,C-1019,2025-11-04,12561.74,2026-01-27
INV-00264,C-1019,2025-11-07,2860.63,2026-02-26
INV-00265,C-1019,2025-12-11,10983.16,
INV-00266,C-1019,2026-02-01,7059.58,
INV-00267,C-1019,2026-02-22,13531.67,
INV-00268,C-1020,2025-01-14,12957.33,2025-05-23
INV-00269,C-1020,2025-02-21,20722.00,2025-06-29
INV-00270,C-1020,2025-04-06,7576.68,2025-08-10
INV-00271,C-1020,2025-04-19,24040.62,2025-09-27
INV-00272,C-1020,2025-05-09,14131.54,
INV-00273,C-1020,2025-05-09,14095.66,2025-08-29
INV-00274,C-1020,2025-09-17,12304.54,2026-02-15
INV-00275,C-1020,2025-12-25,21829.98,
INV-00276,C-1020,2026-01-07,16989.93,
INV-00277,C-1020,2026-01-15,14253.78,
INV-00278,C-1021,2025-03-07,6047.60,2025-09-21
INV-00279,C-1021,2025-03-29,8661.23,2025-10-12
INV-00280,C-1021,2025-04-03,6697.41,2025-10-14
INV-00281,C-1021,2025-04-04,3933.99,2025-10-22
INV-00282,C-1021,2025-04-05,11546.86,
INV-00283,C-1021,2025-04-08,4936.35,2025-10-18
INV-00284,C-1021,2025-04-13,5458.60,2025-09-28
INV-00285,C-1021,2025-06-10,11149.88,2025-12-18
INV-00286,C-1021,2025-08-17,13444.02,
INV-00287,C-1021,2025-08-29,11435.02,2026-03-06
INV-00288,C-1021,2025-11-06,4231.43,
INV-00289,C-1021,2025-11-28,10125.25,
INV-00290,C-1021,2025-12-05,8318.09,
INV-00291,C-1021,2025-12-10,50.00,
INV-00292,C-1021,2026-01-29,7314.29,
INV-00293,C-1021,2026-03-06,7036.54,
INV-00294,C-1021,2026-03-30,8739.16,
INV-00295,C-1022,2025-01-15,13254.20,2026-02-25
INV-00296,C-1022,2025-02-06,17624.19,2025-05-01
INV-00297,C-1022,2025-02-06,24205.76,2025-05-17
INV-00298,C-1022,2025-02-10,14049.71,2025-06-12
INV-00299,C-1022,2025-03-16,10723.52,2025-06-18
INV-00300,C-1022,2025-03-28,13081.35,2025-06-07
INV-00301,C-1022,2025-04-03,12672.19,2025-06-24
INV-00302,C-1022,2025-04-14,11664.10,2025-07-10
INV-00303,C-1022,2025-06-03,12205.11,
INV-00304,C-1022,2025-06-20,11747.56,2025-10-15
INV-00305,C-1022,2025-08-19,12478.15,2025-11-15
INV-00306,C-1022,2025-08-19,21465.70,2025-11-16
INV-00307,C-1022,2025-11-07,17748.05,2026-01-11
INV-00308,C-1022,2025-12-05,20522.66,2026-02-04
INV-00309,C-1022,2026-01-10,13449.31,
INV-00310,C-1022,2026-02-16,17064.64,
INV-00311,C-1022,2026-02-23,14104.71,
INV-00312,C-1023,2025-02-15,14671.76,2025-10-01
INV-00313,C-1023,2025-04-05,8820.99,2025-09-29
INV-00314,C-1023,2025-05-15,10983.86,
INV-00315,C-1023,2025-05-19,22574.51,2025-12-25
INV-00316,C-1023,2025-05-20,14080.25,2025-12-05
INV-00317,C-1023,2025-06-24,17547.29,2026-02-05
INV-00318,C-1023,2025-06-28,19358.00,2025-12-22
INV-00319,C-1023,2025-08-06,7861.95,
INV-00320,C-1023,2025-08-21,16297.06,2026-03-27
INV-00321,C-1023,2025-09-22,14304.46,
INV-00322,C-1023,2025-10-05,17510.27,
INV-00323,C-1023,2025-11-06,16275.94,
INV-00324,C-1023,2025-12-10,1972.42,
INV-00325,C-1023,2026-01-09,19159.41,
INV-00326,C-1023,2026-01-15,10069.87,
INV-00327,C-1023,2026-02-09,13580.87,
INV-00328,C-1023,2026-03-27,24315.23,
INV-00329,C-1024,2025-01-09,13505.99,2025-04-07
INV-00330,C-1024,2025-02-13,14920.29,2025-05-25
INV-00331,C-1024,2025-03-08,14342.06,
INV-00332,C-1024,2025-03-31,14426.63,2025-07-11
INV-00333,C-1024,2025-04-12,8977.82,
INV-00334,C-1024,2025-06-03,12418.42,2025-09-04
INV-00335,C-1024,2025-06-18,13723.30,
INV-00336,C-1024,2025-07-26,10962.53,2025-10-15
INV-00337,C-1024,2025-10-07,3446.30,2025-12-15
INV-00338,C-1024,2025-11-07,15353.89,
INV-00339,C-1025,2025-02-25,8359.13,2025-05-29
INV-00340,C-1025,2025-03-07,5586.45,2025-05-03
INV-00341,C-1025,2025-05-04,10116.97,2025-06-23
INV-00342,C-1025,2025-06-20,9531.56,2025-09-04
INV-00343,C-1025,2025-08-04,20836.93,2025-10-02
INV-00344,C-1025,2025-08-06,9930.39,2025-10-04
INV-00345,C-1025,2025-08-08,16856.87,2025-10-14
INV-00346,C-1025,2025-08-23,12129.85,2025-10-28
INV-00347,C-1025,2025-10-09,12751.77,2025-12-08
INV-00348,C-1025,2025-12-10,4513.99,2026-02-09
INV-00349,C-1025,2026-03-06,9113.01,
INV-00350,C-1025,2026-03-20,10006.68,
INV-00351,C-1026,2025-01-13,21869.45,2025-04-20
INV-00352,C-1026,2025-03-19,16889.69,2025-07-14
INV-00353,C-1026,2025-03-30,17778.54,2025-05-21
INV-00354,C-1026,2025-06-06,12975.54,2025-08-28
INV-00355,C-1026,2025-08-29,11204.09,2025-11-20
INV-00356,C-1026,2025-10-16,17639.80,2026-01-11
INV-00357,C-1026,2025-11-28,17633.70,2026-02-18
INV-00358,C-1026,2025-12-23,21026.07,
INV-00359,C-1026,2026-01-17,9871.05,
INV-00360,C-1026,2026-03-16,18236.21,
INV-00361,C-1027,2025-02-04,14353.66,2025-09-15
INV-00362,C-1027,2025-03-15,13134.90,2025-10-21
INV-00363,C-1027,2025-04-10,17902.03,2025-11-20
INV-00364,C-1027,2025-05-14,13433.30,
INV-00365,C-1027,2025-06-23,17039.00,2026-02-18
INV-00366,C-1027,2025-07-11,10816.21,
INV-00367,C-1027,2025-07-12,18403.95,2026-02-26
INV-00368,C-1027,2025-10-15,12671.38,
INV-00369,C-1027,2025-11-12,17114.90,
INV-00370,C-1027,2025-11-25,21030.84,
INV-00371,C-1027,2025-12-22,14061.83,
INV-00372,C-1027,2026-01-03,17570.33,
INV-00373,C-1027,2026-02-10,20095.84,
INV-00374,C-1027,2026-02-25,16166.39,
INV-00375,C-1027,2026-03-17,16367.02,
INV-00376,C-1028,2025-01-03,13866.48,2025-05-17
INV-00377,C-1028,2025-01-07,11042.11,
INV-00378,C-1028,2025-02-13,8172.37,2025-05-27
INV-00379,C-1028,2025-04-07,5307.14,2025-08-02
INV-00380,C-1028,2025-04-29,9028.24,2025-08-10
INV-00381,C-1028,2025-08-08,4793.35,
INV-00382,C-1028,2025-08-11,6203.14,2025-11-18
INV-00383,C-1028,2025-08-15,8847.25,2025-12-10
INV-00384,C-1028,2025-09-08,10163.54,
INV-00385,C-1028,2025-11-03,18049.32,2026-02-19
INV-00386,C-1028,2026-01-04,7140.63,2026-03-28
INV-00387,C-1028,2026-01-12,8978.56,
INV-00388,C-1029,2025-01-04,12003.90,2025-04-25
INV-00389,C-1029,2025-01-22,14064.16,2025-03-22
INV-00390,C-1029,2025-02-02,11033.09,2025-05-03
INV-00391,C-1029,2025-03-03,50.00,2025-05-24
INV-00392,C-1029,2025-03-06,8698.01,2025-05-25
INV-00393,C-1029,2025-03-26,16168.00,2025-06-06
INV-00394,C-1029,2025-04-23,20340.96,2025-08-05
INV-00395,C-1029,2025-05-12,6632.28,2025-08-10
INV-00396,C-1029,2025-07-01,4220.70,2025-09-20
INV-00397,C-1029,2025-09-30,15149.05,2025-12-29
INV-00398,C-1029,2025-10-01,6921.25,2026-01-01
INV-00399,C-1029,2025-10-29,6671.79,2026-02-06
INV-00400,C-1029,2026-01-07,1984.24,
INV-00401,C-1029,2026-01-24,10675.42,
INV-00402,C-1029,2026-03-07,9126.41,
INV-00403,C-1029,2026-03-13,8554.49,
INV-00404,C-1029,2026-03-31,9411.81,
INV-00405,C-1030,2025-01-13,14182.48,2025-05-30
INV-00406,C-1030,2025-04-12,19794.87,
INV-00407,C-1030,2025-06-12,13770.04,2025-11-08
INV-00408,C-1030,2025-07-15,17409.04,2025-11-15
INV-00409,C-1030,2025-08-01,20650.49,
INV-00410,C-1030,2025-09-18,17848.57,
INV-00411,C-1030,2025-10-18,16719.89,
INV-00412,C-1030,2025-12-05,20121.49,
INV-00413,C-1030,2025-12-12,13260.81,
INV-00414,C-1030,2026-02-16,14631.09,
INV-00415,C-1030,2026-02-18,14380.85,
INV-00416,C-1030,2026-02-24,14053.15,
INV-00417,C-1031,2025-01-30,1346.38,2025-08-16
INV-00418,C-1031,2025-03-04,10283.10,2025-09-11
INV-00419,C-1031,2025-04-08,9627.15,2025-10-27
INV-00420,C-1031,2025-04-17,7397.75,
INV-00421,C-1031,2025-05-01,11012.31,2025-11-11
INV-00422,C-1031,2025-05-06,12598.82,2025-11-17
INV-00423,C-1031,2025-05-17,4350.85,2025-12-08
INV-00424,C-1031,2025-09-12,8513.45,2026-03-23
INV-00425,C-1031,2025-10-24,11104.38,
INV-00426,C-1031,2025-12-23,10026.05,
INV-00427,C-1031,2025-12-31,2484.38,
INV-00428,C-1031,2026-01-13,5786.86,
INV-00429,C-1031,2026-01-23,10262.43,
INV-00430,C-1031,2026-01-25,10156.18,
INV-00431,C-1031,2026-02-02,7379.28,
INV-00432,C-1032,2025-01-22,10046.97,2025-04-13
INV-00433,C-1032,2025-03-06,20358.60,2025-05-19
INV-00434,C-1032,2025-04-22,14952.43,
INV-00435,C-1032,2025-07-19,11352.47,2025-10-22
INV-00436,C-1032,2025-07-26,5790.00,2025-10-20
INV-00437,C-1032,2025-08-21,8221.68,2025-11-18
INV-00438,C-1032,2025-12-26,11258.38,
INV-00439,C-1032,2025-12-28,10457.52,2026-03-19
INV-00440,C-1032,2026-03-13,16393.75,
INV-00441,C-1032,2026-03-28,13178.74,
INV-00442,C-1033,2025-01-10,17488.81,
INV-00443,C-1033,2025-02-12,16952.55,2025-07-22
INV-00444,C-1033,2025-02-27,19045.15,2025-07-13
INV-00445,C-1033,2025-04-09,13005.10,2025-08-31
INV-00446,C-1033,2025-05-11,12851.92,2025-08-23
INV-00447,C-1033,2025-08-26,12316.66,2026-01-12
INV-00448,C-1033,2025-08-29,11733.03,2026-01-19
INV-00449,C-1033,2025-09-10,4727.72,2026-02-14
INV-00450,C-1033,2025-10-17,15944.92,
INV-00451,C-1033,2025-12-18,15531.84,
INV-00452,C-1033,2026-02-20,17492.45,
INV-00453,C-1033,2026-02-21,12550.02,
INV-00454,C-1033,2026-02-23,21284.95,
INV-00455,C-1033,2026-02-25,12283.19,
INV-00456,C-1033,2026-03-07,13463.78,
INV-00457,C-1034,2025-02-05,11914.49,2025-05-11
INV-00458,C-1034,2025-03-23,4385.38,
INV-00459,C-1034,2025-03-24,8842.32,2025-06-05
INV-00460,C-1034,2025-08-25,10138.95,2025-12-02
INV-00461,C-1034,2025-09-06,4134.04,2025-11-15
INV-00462,C-1034,2025-11-02,10431.31,2026-02-14
INV-00463,C-1034,2025-12-29,10204.96,2026-03-14
INV-00464,C-1034,2026-02-14,10414.56,
INV-00465,C-1034,2026-03-04,17955.34,
INV-00466,C-1034,2026-03-21,9689.11,
INV-00467,C-1035,2025-01-24,361.89,2025-08-31
INV-00468,C-1035,2025-02-23,8969.76,2025-11-06
INV-00469,C-1035,2025-03-12,7523.18,2025-10-26
INV-00470,C-1035,2025-06-27,5130.16,2026-02-17
INV-00471,C-1035,2025-07-23,16543.62,
INV-00472,C-1035,2025-09-26,12853.79,
INV-00473,C-1035,2025-11-20,8184.42,
INV-00474,C-1035,2025-12-06,10175.56,
INV-00475,C-1035,2025-12-14,7696.81,
INV-00476,C-1035,2026-02-21,8946.63,
INV-00477,C-1036,2025-01-05,14482.25,2025-08-21
INV-00478,C-1036,2025-01-09,21331.05,2025-09-24
INV-00479,C-1036,2025-02-14,9341.11,2025-10-10
INV-00480,C-1036,2025-04-01,11685.56,2025-11-22
INV-00481,C-1036,2025-04-27,9159.68,2025-12-05
INV-00482,C-1036,2025-06-03,24755.47,
INV-00483,C-1036,2025-06-27,12972.20,
INV-00484,C-1036,2025-07-04,13624.20,
INV-00485,C-1036,2025-08-22,22366.42,
INV-00486,C-1036,2025-09-23,15259.73,
INV-00487,C-1036,2025-10-02,23442.05,
INV-00488,C-1036,2025-12-01,17445.97,
INV-00489,C-1036,2026-01-19,14308.29,
INV-00490,C-1036,2026-01-21,8796.34,
INV-00491,C-1036,2026-03-05,10694.44,
INV-00492,C-1037,2025-02-19,4138.58,2025-05-16
INV-00493,C-1037,2025-02-22,15446.68,2025-05-25
INV-00494,C-1037,2025-04-13,11793.99,2025-08-05
INV-00495,C-1037,2025-06-07,11932.10,
INV-00496,C-1037,2025-06-20,7664.17,2025-10-30
INV-00497,C-1037,2025-07-06,2746.29,2025-10-02
INV-00498,C-1037,2025-08-08,11034.46,
INV-00499,C-1037,2025-08-26,6302.79,
INV-00500,C-1037,2025-11-07,12412.31,
INV-00501,C-1037,2025-12-03,11812.83,2026-03-27
INV-00502,C-1037,2025-12-08,7837.65,
INV-00503,C-1037,2025-12-23,7021.01,
INV-00504,C-1037,2025-12-25,9406.33,
INV-00505,C-1037,2026-02-07,4331.22,
INV-00506,C-1037,2026-03-07,10209.18,
INV-00507,C-1038,2025-01-23,693.87,
